,T1R1,T1R2,T2R1,T2R2,T3R1,T4R1,T4R2,T5R1,T5R2,T6R1,T6R2,T7R1,T7R2,T8R1,T8R2,T9R1,T9R2,T10R1,T10R2,T11R1,T11R2
AT2G02540,2.094155207,1.37886493,1.961018089,1.15306635,1.165178748,1.203051738,0.203857089,1.477072054,0.806552931,1.409815679,1.251677893,0.782068397,-0.029032806,0.340734918,-0.130627942,1.225823676,1.508061471,0.779475418,0.957670433,0.996602907,0.795936101
AT2G02740,4.585663532,4.265745565,4.21280136,4.044214209,4.188511252,4.153011056,4.071753553,4.641731739,4.833113757,4.318060282,3.929033998,4.370669475,4.278395719,4.625137002,4.588190305,4.758318757,4.811048002,5.072534902,5.141670619,5.542795837,5.399434554
AT2G02820,3.147453433,2.995277069,2.70773166,3.09312381,1.499597787,2.38747631,1.051853995,2.116190324,2.197012407,1.32615775,2.042582295,1.760042091,1.73650194,1.197370743,1.234368874,2.197441874,2.113782532,2.106837399,1.999490608,1.309760792,1.492543958
AT2G03060,2.989624624,3.114637721,2.382155788,2.782084031,1.285472982,2.601601115,1.969391835,1.921374147,2.630522567,2.379009632,2.758213747,1.620317327,2.253901157,2.693523977,2.713721187,2.624373052,2.618705534,2.231464053,2.424796443,2.29205879,2.732370973
AT2G03340,4.06674905,4.087535577,3.462079332,3.754707592,3.536434555,3.416045462,3.554354336,5.234585025,5.29927225,4.902120253,5.215445576,4.420668861,4.426020372,3.909358682,4.17591712,5.257099703,5.423291367,4.330004421,4.618400441,3.71376002,4.218725876
AT2G03500,1.704743515,1.305491744,0.601936996,1.792890786,1.165178748,0.065548215,0.689283916,1.955725652,1.619467378,1.669459496,1.205135307,1.760042091,1.555929695,1.574225049,1.619393805,1.753453001,1.666323555,1.028834887,1.514063781,1.161662153,1.223357325
AT2G03710,2.566223651,2.454355129,1.504639794,1.749169409,0.101048411,1.203051738,1.051853995,2.340750582,2.630522567,2.154886323,2.329680405,1.846198734,2.292895289,1.760638173,1.593162263,3.051794276,2.730453892,3.057179512,3.378002232,1.680129242,2.004044297
AT2G04880,4.428440508,4.559349503,5.017954254,4.816914015,4.263668612,4.010406661,3.714819008,4.728729069,4.464378305,4.777737948,4.819362403,4.046013308,4.01244383,4.504146613,4.777719185,4.657741802,4.556883949,4.330004421,4.069879936,3.900576019,4.190620539
AT2G04890,2.610278831,2.712667125,2.268199599,2.468268582,3.383083779,3.674357457,3.554354336,3.267433905,3.128481026,3.352825701,3.062300529,4.296094991,3.940593545,3.056094056,3.328803676,3.381101901,3.006867328,4.098678875,4.218935746,3.588833408,3.789704148
AT2G06200,0.764449762,0.187922147,-1.599696865,-0.572758686,-1.773420707,-2.25637988,-2.118071006,-1.283740283,-1.595545513,0.389351577,-0.333284607,0.261236234,-0.7659984,-4.868718447,-5.175022062,0.003431254,-0.352535473,0.005751273,-0.807864314,0.707096289,1.223357325
AT2G16400,4.974956574,4.798738075,4.29269416,4.230627334,3.675039794,3.80970931,3.714819008,5.195590893,5.264211107,5.052858854,5.092980147,4.090821103,4.167364407,4.833454238,4.80654522,5.058384945,4.982619781,4.393629631,4.321418703,4.185828464,4.282251014
AT2G16485,5.448297927,5.317205164,5.393524602,5.506520951,4.624610367,4.511804445,5.061838084,5.445691639,5.415681743,5.192283312,5.394635847,3.765580274,4.069701147,5.370880082,5.386265883,5.425623473,5.349363725,4.273142084,4.069879936,3.700401637,4.020104148
AT2G16720,0.912548401,1.254417559,2.186899496,1.657538933,0.889544306,1.444059838,0.689283916,0.675617733,1.269524907,1.563849308,1.50321666,4.064103765,4.01244383,1.108561476,0.933502395,2.077978208,1.84248051,3.918833703,4.16482834,4.423884002,4.393282327
AT2G16770,1.821782937,2.082053512,2.34516158,2.296657204,2.067881547,1.991547633,1.582368712,2.726243806,2.56288385,2.867398873,2.512802709,1.668411615,2.041356522,2.678176013,2.651526426,2.536465963,2.539088366,2.2114263,2.752850641,2.693675774,2.204741647
AT2G17040,2.062791036,1.927607243,1.750800382,4.19847681,0.101048411,1.444059838,-0.533108505,-0.205737771,0.551295876,1.635107991,1.157041019,2.505858602,2.213823718,0.964171567,1.394833547,0.631462477,-0.513000145,2.106837399,2.15560981,1.506797639,1.492543958
AT2G17150,3.316547628,3.357847149,3.089602295,3.09312381,1.396504294,2.498507622,1.582368712,2.980962944,3.080915342,3.276876847,3.163141219,4.099618051,4.297696275,3.335852697,3.457973135,3.525091173,3.336174953,4.34847117,4.16482834,3.957833336,3.405560656
AT2G17770,0.078558352,-1.147680885,-3.92162496,-1.465843482,-1.036455113,-0.671417379,-2.118071006,-0.546774688,-0.315437594,-0.216369484,0.318792089,-0.355435127,-1.12856848,-3.283755947,-1.715590443,0.003431254,-0.208145563,-1.489013418,-3.129792409,0.200136301,-0.361605176
AT2G18120,1.33635611,1.754622441,1.03257135,1.508161309,-0.551028286,-2.25637988,-0.533108505,1.218760058,1.936949568,1.859981402,1.649437401,-1.940397627,-2.350960901,-0.620790934,-0.317041067,2.442852912,2.432960015,-1.778520035,-1.544829908,-1.240436291,-1.740116799
AT2G18300,6.527258245,6.71177995,4.914425395,5.691142463,5.267325635,5.074536998,5.021480346,4.419778828,4.132374942,5.369899214,5.528245455,5.006800957,5.038491188,3.056094056,2.77334517,6.258817538,5.733810299,5.528301167,5.78608697,5.089199899,4.570950303
AT2G18328,1.621085586,1.89462992,2.487765976,2.385013078,0.548507388,1.991547633,1.341360613,-2.131737189,-1.232975433,-0.347614018,-0.638139189,-0.561886004,-0.029032806,-4.868718447,-5.175022062,-0.086766555,0.257518009,0.409106968,0.570647309,0.596064977,0.795936101
AT2G18350,0.912548401,0.526090883,1.122769159,1.399226938,2.067881547,2.135937543,1.051853995,2.706206053,2.515962802,2.379009632,2.263082657,1.570564292,1.791997053,2.462198431,2.27618905,2.138946225,2.318400251,1.318341504,0.32963921,2.460003428,1.960322919
AT2G18380,0.684279413,0.902945188,1.122769159,1.34151144,-0.551028286,-2.25637988,-2.118071006,0.404315711,-0.010583012,0.932493902,1.157041019,1.41009962,1.896966612,0.557546307,-0.130627942,0.631462477,1.014246858,1.16007942,1.262525014,0.707096289,0.025417948
AT2G19810,2.269241914,2.384814196,2.487765976,2.326714438,1.499597787,2.135937543,0.689283916,5.015976533,4.470543678,5.204048474,4.580459659,6.026540352,5.709735031,3.306207235,3.087072784,4.274186697,4.144370851,5.447089099,5.473833936,6.323985432,6.285576475
AT2G20110,1.704743515,1.772884648,2.009112377,1.657538933,-0.551028286,0.550975042,-2.118071006,1.327694429,1.269524907,1.409815679,1.205135307,0.1299917,0.15153944,1.81778208,1.091764479,0.841680184,1.549284133,0.666264807,0.777098187,1.161662153,1.665875561
AT2G20180,5.246739915,5.329595536,5.665214828,6.133006601,4.416403852,4.313475728,4.568429521,4.250238289,4.019164331,4.307192472,4.739964375,3.971293954,4.102995588,3.778739979,3.977262781,4.777619312,4.793999708,4.569224351,4.658110151,3.991127777,4.112880789
AT2G20280,5.211421259,5.230665586,5.446881501,5.638193583,4.362715981,4.401831603,4.650113319,5.216990965,5.462832836,4.993083881,4.920056402,3.12137857,3.223947935,5.299953671,5.478718717,4.897146461,5.156093336,3.294728947,3.345941022,3.969017075,4.030712247
AT2G20400,2.694547748,2.408368924,2.055654963,2.101841027,0.548507388,0.913545121,1.78881959,2.340750582,2.467464285,2.419939896,2.094576932,0.782068397,1.108470718,2.56590978,2.208682231,2.624373052,2.454819449,1.651467805,0.957670433,1.785098801,2.127779665
AT2G20570,5.581519838,5.889931434,7.553601817,7.425072173,7.955066733,8.252405282,8.497558631,7.263582722,7.110333679,6.620366986,6.704327711,7.863410607,7.937905173,6.871483941,7.123899679,6.045836821,6.712986955,7.491126159,7.649106067,6.912934782,7.291653315
AT2G20880,-4.445003604,-3.218070213,-0.462193342,-1.465843482,-0.188458206,-0.671417379,-2.118071006,-0.205737771,-0.943468816,-3.15496894,-1.918247108,-0.174862881,-1.613995307,1.360100243,1.619393805,-0.648645442,-0.208145563,-0.700517523,-1.544829908,-0.140900617,1.223357325
AT2G21230,4.03477666,4.216558015,4.253300722,4.222656622,4.505802937,3.893367239,3.714819008,3.993417942,4.170746753,4.323463641,4.299537532,4.134279059,4.307250582,4.432777748,4.484973831,4.059699474,4.309430098,4.273142084,4.288060106,3.957833336,4.227973953
AT2G21240,4.440692769,4.546137918,4.718619976,4.374260022,6.174946524,6.239475147,5.99567116,4.450216562,4.4268223,4.745897868,4.495985091,5.948345621,5.695253654,4.381579971,4.310807247,4.908863846,4.630758195,6.023816812,6.0426351,5.875536273,5.583613539
AT2G21320,3.514998328,3.743090046,6.412648325,6.043083127,5.868028985,5.259319958,5.603028183,4.135049352,4.445722506,5.372508066,5.572460537,4.843582786,4.660266354,3.056094056,2.78497987,5.533630662,5.450745955,4.995534877,5.249585958,4.649176314,4.82365148
AT2G22200,1.744820955,2.348744941,0.601936996,1.955620286,-1.773420707,0.065548215,0.203857089,0.972599471,1.527836903,0.751921656,0.132378965,1.352384122,0.587638554,0.488833557,-0.531165872,2.638517235,2.057748497,2.613797387,2.800944929,2.61042027,2.758134069
AT2G22300,4.786217577,4.508488567,4.282946184,4.269833416,4.647241341,4.613984839,4.540140477,4.870515263,4.934721467,5.019956743,4.776235155,5.761428631,5.643392536,5.225359238,5.315828815,4.799815059,4.944501447,5.536377857,5.52484362,4.431989051,4.585413533
AT2G22430,5.884792734,6.073330747,6.499387895,6.590213555,5.129456826,5.518407179,5.365744771,7.204099751,7.161725428,7.21317371,6.999338088,7.65318024,7.272920589,6.863024843,6.879921355,7.079599031,6.979324343,7.370380183,7.425755363,7.586566088,7.442277555
AT2G22540,3.381544883,3.565910201,4.413765394,4.660492251,5.979238694,6.070049607,6.144023839,5.49031463,5.567205456,5.16846118,5.298152323,5.984414876,5.748825219,4.348027411,4.153652866,5.396789207,5.456174729,6.05085035,6.391808031,5.896188702,5.870169858
AT2G22770,2.849617145,3.142996276,3.335762882,3.663439535,2.314042134,3.029022339,2.926323113,1.477072054,1.663188756,2.554689309,2.587280925,3.299916702,3.757563556,2.646981391,2.402406766,2.410248247,1.969392622,2.673606783,2.703097605,2.581565407,2.127779665
AT2G22800,1.046849492,1.17424721,0.936356035,1.704081519,-1.773420707,-0.671417379,-0.533108505,0.675617733,0.351987067,0.932493902,0.483851335,-1.940397627,0.15153944,-0.781255606,-0.651460106,1.466831775,1.071962356,0.18083798,0.32963921,0.200136301,0.581811296
AT2G22840,3.419182541,3.018422406,3.529586152,3.07552975,4.505802937,5.074536998,5.230657148,4.050160454,4.052426785,3.928953544,3.825144755,2.917583368,3.006591104,2.229313636,2.417434975,4.305550868,4.068421998,3.256126107,3.019954711,3.190613527,3.321659399
AT2G23290,2.972848911,3.351785396,2.418225043,2.468268582,1.165178748,0.550975042,1.341360613,0.831736935,0.551295876,1.974314077,2.015864956,0.947127643,0.8189641,3.326038407,3.114996785,0.450890231,1.127457468,0.005751273,-0.807864314,-1.240436291,0.330272529
AT2G23320,5.363960571,5.395903375,4.558155304,5.275623504,2.422976506,2.135937543,1.582368712,3.574240713,3.625005562,4.46708288,4.369794993,3.388725969,3.700701219,5.112848835,4.94262104,3.862918981,3.804678477,3.386945318,3.245247023,3.514451212,3.645314238
AT2G23340,1.997939892,1.927607243,2.973192803,3.194407146,2.981466795,2.953073485,2.836125304,5.011901121,4.916771686,3.779704812,3.280022519,3.417154377,3.686128418,4.588662432,4.481402802,2.835554082,3.064872931,2.890758751,3.690386554,3.452054674,3.469336567
AT2G23760,4.422275136,4.4156516,4.869537928,4.853506068,4.092827904,4.083470123,3.764572043,4.932197117,4.982961966,5.006582881,5.137035327,4.134279059,4.01244383,4.534293576,4.601410971,5.115120211,5.016085858,4.233949316,4.16482834,3.483590248,3.725857666
AT2G24260,2.754668741,2.684003367,2.678287882,2.760224597,3.180775603,3.101172124,2.636816496,2.260580234,1.527836903,2.178931797,2.351213567,2.656537515,2.909566649,2.350450073,2.259606166,2.216424978,2.497569097,2.826342023,2.362060688,2.427942218,2.347346042
AT2G24570,3.206048087,3.369894776,3.044159324,3.420288553,1.285472982,1.831082961,1.582368712,2.557561971,2.36528389,4.057730086,3.971365496,3.932431132,4.102995588,2.186563988,2.863896928,3.072779301,3.106896146,2.786264583,2.542632933,2.940893474,2.993237542
AT2G24645,2.154909238,1.975701531,2.30719373,1.508161309,0.889544306,-2.25637988,-2.118071006,2.644366799,2.311345083,2.536192965,2.393339042,1.887421397,1.994813936,1.321106112,0.755715276,2.098588487,1.969392622,1.9704182,1.625095093,2.77238775,2.241735855
AT2G24650,4.136196978,3.92964351,3.089602295,4.308002178,3.696899228,4.862561193,4.357662425,3.506336648,3.485842814,3.384189871,3.936176068,2.897545614,3.223947935,2.932181453,2.863896928,3.312183961,3.200436914,3.28517464,3.345941022,3.265091743,3.372583334
AT2G24680,0.509192706,-0.254596089,1.122769159,1.45472205,2.196205644,2.69781643,3.37378209,-1.646310362,-1.595545513,-0.492003927,-0.638139189,-0.355435127,0.15153944,0.085477863,-0.531165872,-0.793035352,-1.141031368,-1.248005319,-0.807864314,0.996602907,0.982349226
AT2G24690,3.699654639,3.617348628,3.640617464,4.097489002,1.851070158,2.267182076,2.926323113,3.607030648,3.545466797,3.424975486,3.900106813,2.451919795,2.539810029,3.114275127,2.819331375,3.470789789,3.449385563,2.852454863,3.099026282,2.61042027,2.679422093
AT2G24700,2.154909238,1.808729847,0.326302553,1.0843536,-1.773420707,-2.25637988,-0.533108505,0.972599471,1.088952661,0.932493902,1.382922427,0.782068397,1.108470718,-0.476401025,-1.715590443,1.025126325,0.757089018,0.18083798,0.040132593,0.810189782,1.492543958
AT2G24790,7.460759446,7.69855571,7.842832003,7.795244012,9.667275465,9.265711189,9.498937222,6.724377045,6.650346691,6.915152005,6.930375832,7.432467433,7.52811175,6.399823553,6.444739402,7.003089667,6.830512186,7.695185714,7.916649539,7.471353575,7.42930718
AT2G24830,3.977061162,4.001098308,3.892156231,3.615544845,2.981466795,3.029022339,2.636816496,2.746007061,3.064705115,3.086617047,2.995497158,2.245468918,2.172601055,3.044170889,3.087072784,3.143912478,3.134246634,2.251227308,2.703097605,2.255989535,2.507810715
AT2G25000,1.577364209,1.911212804,0.470692462,0.936254961,-1.036455113,-2.25637988,-0.533108505,2.022068147,2.072832996,3.172957896,2.658102262,2.976079017,2.805543585,5.640066715,5.697652818,1.753453001,2.318400251,0.723980305,1.393769547,1.882946125,1.91523503
AT2G25180,4.216774494,4.353303223,4.422670948,4.773925508,4.922387562,5.056503075,5.176549743,4.243302242,4.124576571,4.301727711,4.64726303,4.822482665,4.802168858,4.010864802,4.1934844,4.74857078,4.710149796,5.286372394,5.160226438,4.487484164,4.376746959
AT2G25650,3.934374763,3.696015884,4.049918594,4.088745369,3.328117319,1.991547633,1.78881959,3.899481541,4.027552117,4.004902397,4.005717001,2.479141264,2.539810029,4.088383594,4.171491671,3.703870973,3.796141795,2.364437918,1.914601711,2.427942218,3.250838062
AT2G25900,5.126749039,5.45929708,4.106281036,5.25623215,1.851070158,2.135937543,3.436517846,3.123763544,3.233724186,3.665210023,3.914642906,3.12137857,3.302481338,0.623134649,0.316831035,5.104969281,4.696453221,4.879691447,4.830209523,5.280883715,4.64185868
AT2G26150,-0.052686181,2.139481792,9.53895892,9.021278757,12.49392684,11.93891542,11.75296789,0.903886721,1.02336432,-0.347614018,-0.202040074,11.25235752,11.21544996,6.646488583,6.41322409,-1.871037864,0.528820031,10.90980314,11.00903934,10.6010719,10.84432902
AT2G26580,3.951601177,3.802076361,3.496227555,3.377853287,4.21904562,2.872903137,1.969391835,4.382385071,4.627766701,4.386773032,4.575894165,3.662486781,3.77143573,3.869373812,4.232245702,4.432742885,4.362433019,4.087728576,4.146331997,4.146965642,4.534144862
AT2G27050,6.037804353,6.035068157,5.225579965,5.607915556,4.042496228,4.313475728,4.776746757,5.213446258,5.257095458,5.003219954,5.287022509,4.482508115,4.443454965,4.555447841,4.56137987,5.360983259,5.352278261,4.837824591,5.122873024,4.314152561,4.209418134
AT2G27110,4.272672819,4.196403624,3.930124081,3.911676939,2.57235413,3.029022339,2.636816496,4.065970969,4.010727494,4.057730086,4.116748313,1.927498837,2.473467534,3.785917581,3.893756216,4.246749515,4.19719854,2.839457522,2.598128046,2.327248219,2.624455634
AT2G27470,3.206048087,3.003033513,3.067059726,2.760224597,-1.036455113,-2.25637988,-0.533108505,3.639091857,3.731525885,3.124254704,3.163141219,-0.561886004,0.707932788,3.402744581,3.288502311,2.895675074,3.093023971,-0.424883081,1.262525014,1.161662153,0.892151417
AT2G27990,1.282916851,0.999160504,0.936356035,1.399226938,-1.036455113,0.065548215,-0.533108505,1.327694429,1.088952661,1.974314077,1.874310812,0.381530467,-0.029032806,1.06201889,1.053796629,1.334076566,1.127457468,0.261008329,-3.129792409,2.060733244,1.295507111
AT2G28160,0.412977391,0.935735124,-0.462193342,-0.813766786,-1.036455113,0.550975042,-2.118071006,-0.994233665,-1.232975433,0.469521925,0.631949974,1.095226282,1.678786442,-3.283755947,-2.36766714,1.108784255,1.180896727,2.149587046,1.393769547,-0.877866211,0.025417948
AT2G28200,3.368777587,3.369894776,2.872790906,3.319258633,-0.188458206,-2.25637988,-0.533108505,0.675617733,0.641493684,1.974314077,2.144762689,-0.802894104,-1.12856848,2.229313636,2.173706092,2.733824195,2.497569097,-0.193557535,-0.322437487,-0.140900617,0.581811296
AT2G28350,4.409864779,4.611018231,5.415996942,5.159343496,3.536434555,3.852144577,3.436517846,3.385538504,2.87322397,3.779704812,3.929033998,1.570564292,1.946719648,3.383946985,3.212995224,3.862918981,3.829989566,2.469407478,2.362060688,2.327248219,2.087702226
AT2G28450,4.691987508,4.67795939,4.29269416,4.48502481,2.369537247,1.991547633,2.129856507,4.474112678,4.764517711,4.52451116,4.380306478,2.632492041,3.447780891,4.68395065,4.66889899,4.331902195,4.441196165,3.482007515,3.4400632,3.20959663,3.232575855
AT2G28500,-0.744563886,-0.682017312,-1.114270038,2.066651598,-1.773420707,-0.671417379,-2.118071006,1.523614639,1.527836903,0.545470779,0.559800189,2.041455026,1.946719648,2.708710381,2.225857375,1.067561592,1.508061471,1.709766446,1.514063781,2.181027478,1.665875561
AT2G28510,3.637145437,3.339584942,3.578220927,3.69834515,2.256326636,1.991547633,2.40549095,3.951476179,3.887118412,4.437488098,3.957392553,2.451919795,2.603235409,5.420147627,5.602233253,3.389489687,3.533963334,1.765800481,1.514063781,2.940893474,3.035987189
AT2G28550,5.643784635,5.647972285,5.890552345,6.052107051,6.235941396,6.87547708,6.929052906,7.350062243,7.136743071,7.208070691,7.302649398,5.530464572,5.533718416,6.134799465,6.163157188,6.691628571,6.828420566,5.312474497,5.366062618,5.333751738,5.46738566
AT2G28710,-2.123075509,-1.452535466,-1.114270038,-1.95127031,-1.036455113,0.065548215,0.203857089,-1.646310362,-0.496009839,-0.347614018,-0.202040074,0.691870588,0.312004112,-0.781255606,-0.927094548,-0.648645442,-0.352535473,-0.304588847,0.040132593,0.475770743,-0.361605176
